Username,Time_created,Description
USER0038,2024-02-25 18:00:55,Garden GAR0004 cooling system is underperforming.
USER0038,2024-03-16 18:00:50,Temperature regulation failure detected in Garden GAR0004.
USER0038,2024-03-17 18:00:35,Garden GAR0004 is experiencing abnormal light fluctuations.
USER0038,2024-03-30 06:00:35,Garden GAR0004 is experiencing abnormal light fluctuations.
USER0038,2024-04-03 18:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-04-05 06:00:55,Cooling system in Garden GAR0004 is not operating correctly.
USER0038,2024-04-10 18:00:50,Heating system in Garden GAR0004 is malfunctioning.
USER0038,2024-05-02 06:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-05-07 18:00:50,Temperature regulation failure detected in Garden GAR0004.
USER0038,2024-05-08 06:00:35,Garden GAR0004 is experiencing abnormal light fluctuations.
USER0038,2024-05-18 06:00:45,Garden GAR0004 irrigation system detected an issue.
USER0038,2024-05-22 06:00:45,Garden GAR0004 irrigation system detected an issue.
USER0038,2024-05-23 06:00:45,Garden GAR0004 irrigation system detected an issue.
USER0038,2024-06-17 06:00:50,Temperature regulation failure detected in Garden GAR0004.
USER0038,2024-06-28 06:00:50,Heating system in Garden GAR0004 is malfunctioning.
USER0038,2024-07-06 18:00:35,Lighting system in Garden GAR0004 is malfunctioning.
USER0038,2024-07-11 06:00:50,Temperature regulation failure detected in Garden GAR0004.
USER0038,2024-07-15 18:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-07-30 18:00:35,Garden GAR0004 is experiencing abnormal light fluctuations.
USER0038,2024-08-05 06:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-08-06 18:00:55,Cooling system in Garden GAR0004 is not operating correctly.
USER0038,2024-08-16 18:00:45,Garden GAR0004 irrigation system detected an issue.
USER0038,2024-08-18 18:00:50,Heating system in Garden GAR0004 is malfunctioning.
USER0038,2024-08-19 06:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-08-22 18:00:45,Garden GAR0004 irrigation system detected an issue.
USER0038,2024-08-28 18:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-08-30 06:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-08-31 06:00:50,Temperature regulation failure detected in Garden GAR0004.
USER0038,2024-09-14 18:00:35,Garden GAR0004 is experiencing abnormal light fluctuations.
USER0038,2024-09-15 06:00:55,Garden GAR0004 cooling system is underperforming.
USER0038,2024-09-17 06:00:35,Lighting system in Garden GAR0004 is malfunctioning.
USER0038,2024-09-20 18:00:35,Lighting system in Garden GAR0004 is malfunctioning.
USER0038,2024-09-21 18:00:35,Garden GAR0004 is experiencing abnormal light fluctuations.
USER0038,2024-10-14 18:00:35,Garden GAR0004 is experiencing abnormal light fluctuations.
USER0038,2024-11-04 18:00:55,Cooling system in Garden GAR0004 is not operating correctly.
USER0038,2024-11-07 06:00:35,Lighting system in Garden GAR0004 is malfunctioning.
USER0038,2024-11-09 06:00:55,Garden GAR0004 cooling system is underperforming.
USER0038,2024-11-18 18:00:55,Garden GAR0004 cooling system is underperforming.
USER0038,2024-11-19 18:00:45,Garden GAR0004 irrigation system detected an issue.
USER0038,2024-11-23 18:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-12-03 06:00:55,Garden GAR0004 cooling system is underperforming.
USER0038,2024-12-04 18:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-12-11 18:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2024-12-27 18:00:55,Garden GAR0004 cooling system is underperforming.
USER0038,2024-12-29 18:00:50,Temperature regulation failure detected in Garden GAR0004.
USER0038,2025-01-03 06:00:55,Garden GAR0004 cooling system is underperforming.
USER0038,2025-01-13 18:00:55,Cooling system in Garden GAR0004 is not operating correctly.
USER0038,2025-01-16 18:00:45,Garden GAR0004 irrigation system detected an issue.
USER0038,2025-01-19 06:00:35,Lighting system in Garden GAR0004 is malfunctioning.
USER0038,2025-02-06 06:00:55,Cooling system in Garden GAR0004 is not operating correctly.
USER0038,2025-02-17 18:00:50,Temperature regulation failure detected in Garden GAR0004.
USER0038,2025-02-20 18:00:55,Cooling system in Garden GAR0004 is not operating correctly.
USER0038,2025-02-21 06:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2025-03-06 18:00:35,Lighting system in Garden GAR0004 is malfunctioning.
USER0038,2025-03-08 18:00:45,Watering system in Garden GAR0004 failed to activate.
USER0038,2025-03-14 18:00:45,Garden GAR0004 irrigation system detected an issue.
USER0038,2025-03-18 06:00:55,Garden GAR0004 cooling system is underperforming.
USER0084,2024-01-16 06:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-01-22 18:00:50,Heating system in Garden GAR0005 is malfunctioning.
USER0084,2024-01-26 06:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-01-30 18:00:35,Garden GAR0005 is experiencing abnormal light fluctuations.
USER0084,2024-02-06 18:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2024-02-16 18:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-03-03 18:00:35,Lighting system in Garden GAR0005 is malfunctioning.
USER0084,2024-03-10 18:00:45,Watering system in Garden GAR0005 failed to activate.
USER0084,2024-03-12 06:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-03-12 18:00:50,Temperature regulation failure detected in Garden GAR0005.
USER0084,2024-04-07 18:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-04-11 18:00:45,Watering system in Garden GAR0005 failed to activate.
USER0084,2024-04-19 06:00:50,Temperature regulation failure detected in Garden GAR0005.
USER0084,2024-04-22 06:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2024-04-23 06:00:45,Watering system in Garden GAR0005 failed to activate.
USER0084,2024-05-02 18:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2024-05-03 06:00:35,Lighting system in Garden GAR0005 is malfunctioning.
USER0084,2024-05-03 06:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-05-14 06:00:50,Temperature regulation failure detected in Garden GAR0005.
USER0084,2024-05-18 18:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-05-21 06:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-06-04 06:00:45,Watering system in Garden GAR0005 failed to activate.
USER0084,2024-06-06 18:00:45,Watering system in Garden GAR0005 failed to activate.
USER0084,2024-06-06 18:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-06-25 18:00:45,Watering system in Garden GAR0005 failed to activate.
USER0084,2024-06-30 06:00:45,Watering system in Garden GAR0005 failed to activate.
USER0084,2024-07-08 18:00:50,Temperature regulation failure detected in Garden GAR0005.
USER0084,2024-07-27 18:00:50,Temperature regulation failure detected in Garden GAR0005.
USER0084,2024-07-29 18:00:35,Garden GAR0005 is experiencing abnormal light fluctuations.
USER0084,2024-07-31 18:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2024-08-09 06:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2024-08-23 18:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-08-26 18:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-09-02 18:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-09-03 18:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2024-09-21 06:00:50,Heating system in Garden GAR0005 is malfunctioning.
USER0084,2024-09-29 18:00:50,Heating system in Garden GAR0005 is malfunctioning.
USER0084,2024-10-04 06:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-10-09 18:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-10-11 06:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-10-13 18:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-11-02 18:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-11-05 06:00:50,Heating system in Garden GAR0005 is malfunctioning.
USER0084,2024-11-09 06:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-11-25 06:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-12-06 06:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-12-15 06:00:45,Watering system in Garden GAR0005 failed to activate.
USER0084,2024-12-17 06:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-12-18 06:00:55,Garden GAR0005 cooling system is underperforming.
USER0084,2024-12-20 06:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2024-12-27 06:00:35,Lighting system in Garden GAR0005 is malfunctioning.
USER0084,2025-01-06 18:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2025-01-07 06:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2025-01-07 18:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2025-01-14 18:00:35,Lighting system in Garden GAR0005 is malfunctioning.
USER0084,2025-01-30 18:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2025-02-08 06:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2025-02-21 18:00:45,Garden GAR0005 irrigation system detected an issue.
USER0084,2025-02-28 18:00:55,Cooling system in Garden GAR0005 is not operating correctly.
USER0084,2025-03-07 06:00:35,Garden GAR0005 is experiencing abnormal light fluctuations.
USER0084,2025-03-14 06:00:35,Garden GAR0005 is experiencing abnormal light fluctuations.
USER0084,2025-03-19 18:00:45,Garden GAR0005 irrigation system detected an issue.
USER0078,2024-01-07 18:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-01-10 06:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-01-14 06:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-01-23 18:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2024-01-28 06:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-01-31 06:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-01-31 18:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2024-02-05 18:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-02-10 06:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-02-15 06:00:35,Lighting system in Garden GAR0006 is malfunctioning.
USER0078,2024-02-23 06:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-03-08 18:00:35,Lighting system in Garden GAR0006 is malfunctioning.
USER0078,2024-03-10 18:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2024-03-11 06:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-03-13 18:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-03-15 06:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2024-03-15 18:00:50,Heating system in Garden GAR0006 is malfunctioning.
USER0078,2024-03-22 06:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2024-03-28 18:00:35,Lighting system in Garden GAR0006 is malfunctioning.
USER0078,2024-04-14 06:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2024-04-15 18:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-04-19 18:00:35,Lighting system in Garden GAR0006 is malfunctioning.
USER0078,2024-04-25 06:00:50,Heating system in Garden GAR0006 is malfunctioning.
USER0078,2024-04-25 18:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-06-05 18:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2024-06-13 06:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-06-15 06:00:35,Garden GAR0006 is experiencing abnormal light fluctuations.
USER0078,2024-06-29 06:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2024-07-03 18:00:35,Lighting system in Garden GAR0006 is malfunctioning.
USER0078,2024-07-11 18:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2024-07-23 18:00:50,Temperature regulation failure detected in Garden GAR0006.
USER0078,2024-07-26 18:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2024-08-11 18:00:50,Temperature regulation failure detected in Garden GAR0006.
USER0078,2024-08-13 06:00:50,Heating system in Garden GAR0006 is malfunctioning.
USER0078,2024-08-14 06:00:35,Lighting system in Garden GAR0006 is malfunctioning.
USER0078,2024-08-22 06:00:50,Temperature regulation failure detected in Garden GAR0006.
USER0078,2024-08-23 18:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2024-08-27 18:00:50,Heating system in Garden GAR0006 is malfunctioning.
USER0078,2024-09-09 06:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2024-09-17 18:00:35,Lighting system in Garden GAR0006 is malfunctioning.
USER0078,2024-10-10 06:00:50,Temperature regulation failure detected in Garden GAR0006.
USER0078,2024-10-14 18:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-10-30 06:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-11-03 18:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-11-05 06:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2024-11-07 18:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-11-11 06:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-11-21 06:00:35,Lighting system in Garden GAR0006 is malfunctioning.
USER0078,2024-11-22 06:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2024-11-30 18:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2024-12-05 18:00:55,Cooling system in Garden GAR0006 is not operating correctly.
USER0078,2024-12-11 18:00:50,Temperature regulation failure detected in Garden GAR0006.
USER0078,2024-12-24 18:00:50,Temperature regulation failure detected in Garden GAR0006.
USER0078,2025-01-06 06:00:50,Heating system in Garden GAR0006 is malfunctioning.
USER0078,2025-01-07 06:00:50,Temperature regulation failure detected in Garden GAR0006.
USER0078,2025-01-14 06:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2025-01-15 06:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2025-01-20 18:00:45,Garden GAR0006 irrigation system detected an issue.
USER0078,2025-01-24 06:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2025-01-27 06:00:55,Garden GAR0006 cooling system is underperforming.
USER0078,2025-02-02 06:00:45,Watering system in Garden GAR0006 failed to activate.
USER0078,2025-02-15 18:00:50,Heating system in Garden GAR0006 is malfunctioning.
USER0068,2024-01-01 18:00:50,Temperature regulation failure detected in Garden GAR0007.
USER0068,2024-01-08 18:00:55,Cooling system in Garden GAR0007 is not operating correctly.
USER0068,2024-01-15 06:00:50,Heating system in Garden GAR0007 is malfunctioning.
USER0068,2024-01-18 18:00:45,Watering system in Garden GAR0007 failed to activate.
USER0068,2024-01-21 18:00:50,Temperature regulation failure detected in Garden GAR0007.
USER0068,2024-01-27 06:00:55,Garden GAR0007 cooling system is underperforming.
USER0068,2024-02-11 18:00:50,Heating system in Garden GAR0007 is malfunctioning.
USER0068,2024-02-23 06:00:50,Heating system in Garden GAR0007 is malfunctioning.
